,year,price,total_run,tax,engineSize,mileage_lit,model_ I10,model_ I20,model_ I30,model_ I40,model_ I800,model_ IX20,model_ IX35,model_ Ioniq,model_ Kona,model_ Santa Fe,model_ Tucson,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fule_Diesel,fule_Hybrid,fule_Petrol
1655,2017,7495,19500,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1656,2014,5495,62500,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1657,2016,6995,13500,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1658,2014,14995,60500,260,2.2,10.96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1659,2015,6495,8500,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1660,2017,12495,2924,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1661,2018,22995,12531,145,2.0,11.49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1662,2016,12495,33500,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1663,2019,23995,50,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1664,2016,9495,37000,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1665,2017,13495,300,145,1.4,13.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1666,2014,6995,34500,160,1.4,12.23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1667,2020,36990,985,150,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1668,2020,12190,1958,150,1.0,14.93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1669,2020,11990,1958,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1670,2020,14490,1458,150,1.0,11.83,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1671,2016,7240,38756,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1672,2018,11030,5921,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1673,2017,14498,18386,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1674,2016,11950,18397,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1675,2015,8991,22653,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1676,2016,6890,37027,30,1.2,14.93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1677,2017,14710,14640,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1678,2017,8798,15687,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1679,2016,10798,29019,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1680,2018,13998,12443,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1681,2016,8270,39703,20,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1682,2019,21490,101,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1683,2017,6991,14931,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1684,2018,18500,10344,145,1.6,8.98,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1685,2014,5631,72986,0,1.6,20.16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1686,2014,14791,46000,265,2.2,10.96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1687,2015,7695,47500,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1688,2017,7495,32259,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1689,2014,5995,22084,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1690,2016,8770,61554,125,1.7,15.88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1691,2015,8420,46573,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1692,2017,9998,7673,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1693,2018,8500,9031,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1694,2016,8000,39289,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1695,2016,7250,32182,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1696,2016,12750,30771,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1697,2018,8750,18382,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1698,2017,11350,41846,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1699,2018,16000,9292,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1700,2019,31500,7919,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1701,2016,8000,17740,0,1.0,17.36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1702,2018,9000,9990,150,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1703,2016,7798,36242,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1704,2017,17998,21615,235,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1705,2019,19798,8491,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1706,2015,8498,48823,165,1.6,11.65,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1707,2018,14998,8513,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1708,2017,7498,2375,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1709,2013,3790,64500,20,1.2,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1710,2019,10500,14568,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1711,2018,11000,15124,150,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1712,2018,21000,8523,145,1.6,12.05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1713,2017,8500,19366,150,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1714,2018,8500,18575,150,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1715,2015,6750,45908,200,1.6,11.52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1716,2016,17000,11257,235,1.6,9.96,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1717,2018,17750,19151,145,1.6,11.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1718,2018,20000,20318,145,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1719,2019,8500,3815,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1720,2016,7000,21619,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1721,2017,15499,18000,330,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1722,2017,8199,8564,145,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1723,2019,19970,10999,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1724,2018,9770,7182,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1725,2019,32000,2000,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1726,2015,6750,13425,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1727,2017,8000,24286,150,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1728,2015,7500,26227,150,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1729,2017,9750,16700,150,1.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1730,2016,15250,13396,240,2.0,11.49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1731,2019,28500,17835,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1732,2017,7500,28076,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1733,2016,11499,27542,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1734,2016,7551,30165,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1735,2016,12495,25897,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1736,2017,7995,34945,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1737,2016,11695,34504,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1738,2016,13292,69332,145,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1739,2016,13995,51600,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1740,2015,5750,51605,0,1.6,20.16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1741,2014,7530,57675,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1742,2014,7700,66031,200,1.7,12.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1743,2018,9870,6669,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1744,2019,19970,11994,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1745,2017,13970,12287,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1746,2019,9970,16709,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1747,2018,14770,16314,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1748,2017,15270,31470,200,2.0,12.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1749,2018,11000,4256,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1750,2018,7900,10164,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1751,2017,9500,17120,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1752,2018,12500,6394,145,1.0,13.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1753,2016,9500,4210,165,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1754,2016,8500,41955,150,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1755,2017,12498,22981,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1756,2017,13495,33164,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1757,2017,11800,9140,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1758,2016,7327,20347,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1759,2017,8340,20967,145,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1760,2013,5498,35954,150,1.4,12.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1761,2017,9298,52586,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1762,2016,8698,32572,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1763,2016,10491,36084,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1764,2016,7821,33322,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1765,2015,8995,11468,125,1.4,13.58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1766,2017,8295,21260,145,1.4,19.13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1767,2017,15470,18747,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1768,2016,14270,20296,0,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1769,2018,22270,13018,145,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1770,2018,13470,13533,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1771,2019,10970,3826,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1772,2019,10970,2884,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1773,2019,10970,4491,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1774,2019,19970,8862,135,1.6,16.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1775,2017,9370,17864,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1776,2018,13690,23091,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1777,2013,6990,72205,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1778,2015,6995,36188,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1779,2017,8495,23000,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1780,2016,6995,14959,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1781,2020,36495,6073,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1782,2018,19894,8700,145,1.6,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1783,2019,24995,100,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1784,2017,6795,33834,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1785,2016,6995,41691,30,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1786,2016,16995,15507,125,2.0,15.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1787,2015,6079,25411,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1788,2017,12991,47170,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1789,2017,9991,16069,145,1.0,16.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1790,2018,20250,7781,145,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1791,2016,14495,31441,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1792,2018,8495,7372,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1793,2018,13995,35876,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1794,2019,10890,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1795,2018,7495,12447,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1796,2019,20990,100,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1797,2019,20990,100,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1798,2019,10790,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1799,2018,15795,31917,145,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1800,2019,15995,9567,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1801,2017,9695,13817,145,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1802,2016,8189,28500,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1803,2015,8695,8537,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1804,2019,26495,2250,145,1.6,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1805,2016,8399,19999,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1806,2017,6798,32716,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1807,2016,16995,4859,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1808,2019,25490,3210,145,1.6,12.87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1809,2019,18990,15492,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1810,2019,15390,9187,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1811,2019,31390,13675,150,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1812,2015,9290,30782,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1813,2019,19990,2000,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1814,2019,10290,198,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1815,2019,13990,100,145,2.2,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1816,2019,19990,50,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1817,2019,9190,100,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1818,2019,16390,50,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1819,2019,16390,50,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1820,2015,7190,24305,30,1.6,16.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1821,2017,7990,5473,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1822,2019,15498,16373,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1823,2018,9998,13546,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1824,2019,21490,101,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1825,2017,8980,19302,145,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1826,2017,6881,25884,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1827,2014,6630,8896,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1828,2017,10000,12245,150,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1829,2015,16990,46045,265,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1830,2017,7390,12115,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1831,2016,14990,46759,150,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1832,2017,15290,23690,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1833,2017,7290,12351,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1834,2019,10290,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1835,2017,6290,30351,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1836,2019,10290,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1837,2019,20990,4304,145,1.6,12.87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1838,2019,10790,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1839,2019,20990,100,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1840,2019,20990,100,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1841,2017,8490,35073,150,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1842,2016,8790,20063,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1843,2016,17790,15550,205,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1844,2017,15490,20018,30,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1845,2015,7446,26061,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1846,2015,7485,85614,150,1.7,14.34,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1847,2017,6498,40261,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1848,2017,6798,33267,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1849,2017,6298,41592,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1850,2017,8990,17470,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1851,2017,10290,17921,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1852,2019,14470,20189,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1853,2017,15270,26238,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1854,2017,8250,27095,150,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1855,2017,8490,19971,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1856,2017,9990,48499,150,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1857,2018,8490,3611,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1858,2019,20990,4235,140,1.6,13.82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1859,2017,12990,38249,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1860,2018,11795,3792,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1861,2013,5790,19729,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1862,2015,5499,12042,20,1.0,16.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1863,2017,10277,15326,145,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1864,2017,10120,32769,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1865,2016,13990,30283,300,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1866,2016,13490,23992,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1867,2017,5590,42005,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1868,2017,7490,31801,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1869,2014,5990,29872,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1870,2017,8990,30834,125,1.4,13.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1871,2015,14500,54000,265,2.2,11.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1872,2019,18990,222,145,1.4,11.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1873,2016,12570,30581,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1874,2018,13970,9711,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1875,2018,12970,22780,150,1.4,13.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1876,2016,15270,35794,205,2.0,12.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1877,2017,11470,14799,150,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1878,2019,11470,6305,150,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1879,2019,17970,3000,150,1.4,11.83,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1880,2019,26970,1000,150,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1881,2019,12090,2946,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1882,2019,12395,6245,145,1.0,12.65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1883,2014,7790,62300,205,1.6,10.96,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1884,2018,9750,16874,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1885,2017,12395,18679,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1886,2019,35490,17568,150,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1887,2019,10890,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1888,2016,8490,47613,20,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1889,2015,6190,19645,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1890,2017,16290,11651,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1891,2017,8495,12583,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1892,2018,8000,8083,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1893,2019,21990,8086,145,1.6,9.96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1894,2017,15990,19996,30,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1895,2018,15490,32228,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1896,2018,16990,29890,145,1.6,10.51,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1897,2019,8490,3269,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1898,2017,8990,14923,145,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1899,2017,9990,9903,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1900,2014,5990,24394,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1901,2017,7990,17170,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
