,year,price,total_run,tax,engineSize,mileage_lit,model_ I10,model_ I20,model_ I30,model_ I40,model_ I800,model_ IX20,model_ IX35,model_ Ioniq,model_ Kona,model_ Santa Fe,model_ Tucson,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fule_Diesel,fule_Hybrid,fule_Petrol
2093,2016,16000,16174,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2094,2016,8390,20710,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2095,2015,7890,41590,125,1.4,13.58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2096,2015,4590,62013,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2097,2014,7295,37000,160,1.6,13.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2098,2016,7995,11000,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2099,2017,6999,30446,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2100,2018,14670,15272,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2101,2019,33970,3580,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2102,2017,6870,21207,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2103,2019,18500,14674,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2104,2018,16990,31222,150,1.7,15.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2105,2018,13990,23401,150,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2106,2017,6530,27884,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2107,2018,11000,4309,150,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2108,2017,7000,14725,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2109,2018,11000,17800,150,1.0,12.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2110,2017,19500,26306,205,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2111,2016,8000,19398,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2112,2015,8000,53441,30,1.7,16.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2113,2018,16000,11282,150,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2114,2019,10490,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2115,2017,6999,30347,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2116,2014,4999,48701,30,1.2,15.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2117,2017,8900,26987,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2118,2016,10270,15850,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2119,2019,10220,5,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2120,2019,10220,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2121,2019,10220,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2122,2019,23970,9500,135,1.6,13.82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2123,2017,15270,10330,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2124,2018,9770,8337,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2125,2019,23500,21,150,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2126,2018,8290,6740,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2127,2015,5990,26541,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2128,2019,24990,1600,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2129,2019,8290,12760,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2130,2019,7990,11427,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2131,2017,16990,18295,145,1.6,10.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2132,2018,7690,5703,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2133,2018,7690,10173,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2134,2018,14990,27317,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2135,2018,8490,7552,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2136,2018,8490,7753,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2137,2015,5885,14566,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2138,2015,6990,54063,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2139,2016,12495,41374,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2140,2017,12995,17417,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2141,2017,8500,18281,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2142,2016,16401,47347,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2143,2018,15499,33173,145,2.5,9.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2144,2018,15445,8764,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2145,2017,8000,31538,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2146,2018,22000,13139,145,1.6,12.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2147,2016,14500,15589,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2148,2017,7500,12717,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2149,2017,7745,11938,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2150,2017,7989,25103,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2151,2018,12989,12721,145,1.4,13.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2152,2019,23000,5496,150,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2153,2018,7000,30001,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2154,2018,16800,32652,145,1.7,15.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2155,2018,16900,34362,145,1.7,15.24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2156,2016,14500,11653,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2157,2018,14400,17287,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2158,2017,7490,21189,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2159,2016,7290,17784,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2160,2017,15325,14709,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2161,2019,9295,2000,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2162,2019,9295,2000,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2163,2019,9295,2000,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2164,2019,9295,2000,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2165,2018,8995,18135,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2166,2017,8990,13600,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2167,2019,9990,15251,150,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2168,2018,13399,25148,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2169,2017,13997,13943,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2170,2018,9989,22964,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2171,2018,6789,12603,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2172,2019,18989,2122,145,1.4,11.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2173,2019,19989,10,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2174,2019,27989,10,145,1.6,9.46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2175,2019,9989,10,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2176,2019,22989,10,145,1.6,9.96,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2177,2019,14989,2122,145,1.6,9.11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2178,2016,7989,30562,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2179,2015,5989,57781,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2180,2018,13989,54876,140,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2181,2017,8989,8786,30,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2182,2017,6989,13625,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2183,2018,15995,33999,145,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2184,2018,7990,8239,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2185,2019,14290,15391,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2186,2019,17990,9616,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2187,2019,18290,6692,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2188,2019,18990,11816,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2189,2016,8791,50820,20,1.7,17.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2190,2019,21891,2626,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2191,2015,9991,43439,160,2.0,13.58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2192,2018,16280,33113,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2193,2016,9580,53917,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2194,2013,8471,49180,305,2.0,10.36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2195,2019,19489,4900,145,1.6,12.87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2196,2016,5489,53182,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2197,2017,6989,20945,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2198,2019,24989,4426,145,1.6,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2199,2019,24989,7374,145,1.6,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2200,2019,22989,5222,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2201,2017,11989,20703,145,1.4,13.58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2202,2019,9989,50,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2203,2017,8789,29290,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2204,2017,13989,26991,145,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2205,2017,15995,15000,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2206,2017,13750,24367,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2207,2017,8499,23195,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2208,2016,16995,25910,200,2.0,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2209,2015,8995,33153,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2210,2018,14991,21000,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2211,2017,18991,32467,235,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2212,2016,17991,29217,200,2.0,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2213,2017,13790,34757,150,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2214,2015,6992,43700,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2216,2017,8500,21166,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2217,2018,10000,8985,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2218,2017,15989,17666,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2219,2020,13999,25446,135,1.6,13.82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2220,2019,31995,4223,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2221,2018,7290,12666,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2222,2018,17999,12000,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2223,2015,7999,50000,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2224,2018,21999,19496,150,2.0,10.51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2225,2017,7999,31000,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2226,2014,6000,27397,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2227,2017,16750,41617,200,2.0,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2228,2016,7750,27780,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2229,2017,9500,18250,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2230,2015,7495,23760,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2231,2017,6500,30282,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2232,2018,10250,4909,150,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2233,2016,12500,35329,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2234,2018,13295,16700,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2235,2018,9999,10000,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2236,2019,8899,3123,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2237,2018,12795,21000,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2238,2019,14399,5000,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2239,2017,10395,9812,145,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2240,2018,10399,4200,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2241,2017,15795,39620,145,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2242,2020,15399,7000,135,1.6,13.82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2243,2017,7695,5600,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2244,2019,26439,6000,145,2.0,10.67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2245,2018,9699,3600,145,1.0,17.36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2246,2017,21599,28964,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2247,2016,7499,19000,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2248,2017,8499,11000,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2249,2018,16499,14000,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2250,2018,9499,8000,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2251,2017,7990,12988,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2252,2017,7995,20305,30,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2253,2016,8495,24146,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2254,2016,15797,19500,125,2.0,15.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2255,2018,9000,26405,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2256,2017,18894,41429,145,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2257,2015,6990,50047,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2258,2016,8500,29750,20,1.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2259,2018,14000,4896,150,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2260,2019,15498,14844,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2261,2018,11498,14791,145,1.0,14.34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2262,2017,14798,23487,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2263,2017,13998,24107,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2264,2017,7259,29889,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2265,2017,7259,33099,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2266,2017,17599,39990,235,2.2,11.31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2267,2015,8495,49489,200,1.6,10.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2268,2017,7849,6725,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2269,2016,8277,22109,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2270,2013,6998,46245,145,1.7,12.87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2271,2018,7495,8454,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2272,2017,7299,21107,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2273,2017,7259,35162,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2274,2017,19691,7493,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2275,2018,6981,9521,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2276,2015,5429,41682,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2277,2017,8899,31457,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2278,2018,11295,23000,145,1.0,14.34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2279,2019,14495,9401,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2280,2019,8895,3011,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2281,2018,7750,19407,150,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2282,2018,14450,14839,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2283,2018,16500,6210,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2284,2018,29498,17496,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2285,2019,9298,1497,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2286,2020,12495,1900,145,1.0,14.93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2287,2019,33495,6209,145,2.2,10.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2288,2018,14495,18474,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2289,2017,9698,6368,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2290,2017,16998,20385,150,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2291,2013,5690,50227,150,1.4,12.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2292,2017,13995,25117,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2293,2018,7995,5145,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2294,2018,7995,20000,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2295,2018,7995,19702,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2296,2018,7995,22089,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2297,2019,24995,1426,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2298,2019,21995,9750,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2299,2019,27995,2875,145,1.6,13.31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2300,2019,23995,2248,145,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2301,2019,9995,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2302,2019,8495,4217,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2303,2019,22495,2475,150,1.6,9.56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2304,2016,7995,42754,20,1.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2305,2017,6995,21786,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2306,2018,8995,22875,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2307,2016,12995,58626,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2308,2020,24995,2501,135,1.6,16.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2309,2019,30995,3200,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2310,2018,7495,20948,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2311,2018,7695,28475,150,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2312,2019,15995,357,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2313,2019,9995,450,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2314,2019,9995,450,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2315,2019,23995,7214,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2316,2019,9995,100,145,1.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2317,2019,15995,2658,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2318,2017,9190,20888,150,1.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2319,2015,7750,6380,30,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2320,2016,17000,20578,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2321,2015,9600,25788,235,1.6,10.22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2322,2015,7991,47588,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2323,2016,8500,29750,20,1.0,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2324,2016,5910,21000,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2325,2018,15995,19758,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2326,2019,20495,4733,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2327,2019,23995,3391,145,2.0,8.98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2328,2018,15495,10124,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2329,2017,11260,13261,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2330,2016,6195,20956,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2331,2015,6691,51641,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2332,2019,9995,5607,145,1.2,15.22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2333,2019,8495,100,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2334,2019,17295,5053,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2335,2018,10495,5657,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2336,2018,7995,100,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2337,2019,18495,2450,145,1.6,9.33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2338,2013,7191,58232,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2339,2017,7497,17421,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2340,2013,6766,12508,145,1.4,12.44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
